repo	milestone	round	issue_slug	title	size	depends_on	files_touched	notes
paideia-os	r39-bluetooth	R39	R39-M2-001	R39.M2-001 L2CAP layer + KIND_BT_L2CAP_CHANNEL #1	M	R39-M1-001	src/kernel/drivers/bt/l2cap.pdx	L2CAP layer + KIND_BT_L2CAP_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M2-002	R39.M2-002 L2CAP layer + KIND_BT_L2CAP_CHANNEL #2	M	R39-M1-001	src/kernel/drivers/bt/l2cap.pdx	L2CAP layer + KIND_BT_L2CAP_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M2-003	R39.M2-003 L2CAP layer + KIND_BT_L2CAP_CHANNEL #3	M	R39-M1-001	src/kernel/drivers/bt/l2cap.pdx	L2CAP layer + KIND_BT_L2CAP_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M3-001	R39.M3-001 ATT + GATT + KIND_BT_GATT_CONNECTION #1	M	R39-M1-001	src/kernel/drivers/bt/gatt.pdx	ATT + GATT + KIND_BT_GATT_CONNECTION (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M3-002	R39.M3-002 ATT + GATT + KIND_BT_GATT_CONNECTION #2	M	R39-M1-001	src/kernel/drivers/bt/gatt.pdx	ATT + GATT + KIND_BT_GATT_CONNECTION (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M3-003	R39.M3-003 ATT + GATT + KIND_BT_GATT_CONNECTION #3	M	R39-M1-001	src/kernel/drivers/bt/gatt.pdx	ATT + GATT + KIND_BT_GATT_CONNECTION (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M4-001	R39.M4-001 LE Secure Connections pairing + KIND_BT_PAIRING (sealed) #1	M	R39-M1-001	src/kernel/drivers/bt/le_pairing.pdx	LE Secure Connections pairing + KIND_BT_PAIRING (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M4-002	R39.M4-002 LE Secure Connections pairing + KIND_BT_PAIRING (sealed) #2	M	R39-M1-001	src/kernel/drivers/bt/le_pairing.pdx	LE Secure Connections pairing + KIND_BT_PAIRING (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M4-003	R39.M4-003 LE Secure Connections pairing + KIND_BT_PAIRING (sealed) #3	M	R39-M1-001	src/kernel/drivers/bt/le_pairing.pdx	LE Secure Connections pairing + KIND_BT_PAIRING (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M5-001	R39.M5-001 A2DP profile over Isoch (bridges to R33 audio) #1	M	R39-M1-001	src/kernel/drivers/bt/a2dp.pdx	A2DP profile over Isoch (bridges to R33 audio) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M5-002	R39.M5-002 A2DP profile over Isoch (bridges to R33 audio) #2	M	R39-M1-001	src/kernel/drivers/bt/a2dp.pdx	A2DP profile over Isoch (bridges to R33 audio) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M5-003	R39.M5-003 A2DP profile over Isoch (bridges to R33 audio) #3	M	R39-M1-001	src/kernel/drivers/bt/a2dp.pdx	A2DP profile over Isoch (bridges to R33 audio) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M6-001	R39.M6-001 HFP profile + call-audio routing #1	M	R39-M1-001	src/kernel/drivers/bt/hfp.pdx	HFP profile + call-audio routing (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M6-002	R39.M6-002 HFP profile + call-audio routing #2	M	R39-M1-001	src/kernel/drivers/bt/hfp.pdx	HFP profile + call-audio routing (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M7-001	R39.M7-001 HID over BT (mouse/keyboard) #1	M	R39-M1-001	src/kernel/drivers/bt/hid_over_bt.pdx	HID over BT (mouse/keyboard) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M7-002	R39.M7-002 HID over BT (mouse/keyboard) #2	M	R39-M1-001	src/kernel/drivers/bt/hid_over_bt.pdx	HID over BT (mouse/keyboard) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M8-001	R39.M8-001 LE Audio (BAP/CAP) baseline (R14 architected around isoch) #1	M	R39-M1-001	src/kernel/drivers/bt/le_audio.pdx	LE Audio (BAP/CAP) baseline (R14 architected around isoch) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M8-002	R39.M8-002 LE Audio (BAP/CAP) baseline (R14 architected around isoch) #2	M	R39-M1-001	src/kernel/drivers/bt/le_audio.pdx	LE Audio (BAP/CAP) baseline (R14 architected around isoch) (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M9-001	R39.M9-001 bt_supervisor userspace service #1	M	R39-M1-001	src/user/bt_supervisor/*.pdx	bt_supervisor userspace service (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M9-002	R39.M9-002 bt_supervisor userspace service #2	M	R39-M1-001	src/user/bt_supervisor/*.pdx	bt_supervisor userspace service (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M10-001	R39.M10-001 QEMU h4-null fixture + T14 hw-smoke-r39.md #1	M	R39-M1-001	tools/hw-smoke-r39.md	QEMU h4-null fixture + T14 hw-smoke-r39.md (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M1-001	R40.M1-001 MIPI-CSI receiver + KIND_CSI_CAMERA #1	M	R37 GPU BO + R32 fingerprint	src/kernel/drivers/camera/csi.pdx	MIPI-CSI receiver + KIND_CSI_CAMERA (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M1-002	R40.M1-002 MIPI-CSI receiver + KIND_CSI_CAMERA #2	M	R40-M1-001	src/kernel/drivers/camera/csi.pdx	MIPI-CSI receiver + KIND_CSI_CAMERA (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M1-003	R40.M1-003 MIPI-CSI receiver + KIND_CSI_CAMERA #3	M	R40-M1-001	src/kernel/drivers/camera/csi.pdx	MIPI-CSI receiver + KIND_CSI_CAMERA (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M2-001	R40.M2-001 IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM #1	M	R40-M1-001	src/kernel/drivers/camera/ipu6.pdx	IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M2-002	R40.M2-002 IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM #2	M	R40-M1-001	src/kernel/drivers/camera/ipu6.pdx	IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M2-003	R40.M2-003 IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM #3	M	R40-M1-001	src/kernel/drivers/camera/ipu6.pdx	IPU6 firmware loader (dual-sign, D1.a) + KIND_IPU6_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M3-001	R40.M3-001 camera_server userspace + zero-copy GPU BO frame path #1	M	R40-M1-001	src/user/camera_server/*.pdx	camera_server userspace + zero-copy GPU BO frame path (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M3-002	R40.M3-002 camera_server userspace + zero-copy GPU BO frame path #2	M	R40-M1-001	src/user/camera_server/*.pdx	camera_server userspace + zero-copy GPU BO frame path (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M3-003	R40.M3-003 camera_server userspace + zero-copy GPU BO frame path #3	M	R40-M1-001	src/user/camera_server/*.pdx	camera_server userspace + zero-copy GPU BO frame path (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M4-001	R40.M4-001 Camera privacy shutter + reserved plane overlay (needs G2) #1	M	R40-M1-001	src/kernel/drivers/camera/privacy_shutter.pdx	Camera privacy shutter + reserved plane overlay (needs G2) (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M4-002	R40.M4-002 Camera privacy shutter + reserved plane overlay (needs G2) #2	M	R40-M1-001	src/kernel/drivers/camera/privacy_shutter.pdx	Camera privacy shutter + reserved plane overlay (needs G2) (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M5-001	R40.M5-001 WWAN M.2 (MBIM/QMI over USB) + KIND_WWAN_MODEM + KIND_MBIM_SESSION #1	M	R40-M1-001	src/kernel/drivers/wwan/*.pdx	WWAN M.2 (MBIM/QMI over USB) + KIND_WWAN_MODEM + KIND_MBIM_SESSION (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M5-002	R40.M5-002 WWAN M.2 (MBIM/QMI over USB) + KIND_WWAN_MODEM + KIND_MBIM_SESSION #2	M	R40-M1-001	src/kernel/drivers/wwan/*.pdx	WWAN M.2 (MBIM/QMI over USB) + KIND_WWAN_MODEM + KIND_MBIM_SESSION (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M6-001	R40.M6-001 Fingerprint enrol UX (screen-reader accessible via G10) #1	M	R40-M1-001	src/user/fp_enrol/*.pdx	Fingerprint enrol UX (screen-reader accessible via G10) (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M6-002	R40.M6-002 Fingerprint enrol UX (screen-reader accessible via G10) #2	M	R40-M1-001	src/user/fp_enrol/*.pdx	Fingerprint enrol UX (screen-reader accessible via G10) (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M7-001	R40.M7-001 Audit-schema unification across R38/R39/R40 sealed caps #1	M	R40-M1-001	design/audit/sealed-cap-schema.md	Audit-schema unification across R38/R39/R40 sealed caps (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M7-002	R40.M7-002 Audit-schema unification across R38/R39/R40 sealed caps #2	M	R40-M1-001	design/audit/sealed-cap-schema.md	Audit-schema unification across R38/R39/R40 sealed caps (auto-scaffold; refine at body-drafting)
paideia-os	r40-camera-wwan	R40	R40-M8-001	R40.M8-001 QEMU synth-fixture + T14 hw-smoke-r40.md #1	M	R40-M1-001	tools/hw-smoke-r40.md	QEMU synth-fixture + T14 hw-smoke-r40.md (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M1-001	R41.M1-001 semantic-term-core: command lexer + tokenizer #1	M	R23 fb-console + R26 HID	src/user/semantic_term/core/lexer.pdx	semantic-term-core: command lexer + tokenizer (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M1-002	R41.M1-002 semantic-term-core: command lexer + tokenizer #2	M	R41-M1-001	src/user/semantic_term/core/lexer.pdx	semantic-term-core: command lexer + tokenizer (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M1-003	R41.M1-003 semantic-term-core: command lexer + tokenizer #3	M	R41-M1-001	src/user/semantic_term/core/lexer.pdx	semantic-term-core: command lexer + tokenizer (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M2-001	R41.M2-001 semantic-term-core: semantic query engine (schema-typed) #1	M	R41-M1-001	src/user/semantic_term/core/query.pdx	semantic-term-core: semantic query engine (schema-typed) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M2-002	R41.M2-002 semantic-term-core: semantic query engine (schema-typed) #2	M	R41-M1-001	src/user/semantic_term/core/query.pdx	semantic-term-core: semantic query engine (schema-typed) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M2-003	R41.M2-003 semantic-term-core: semantic query engine (schema-typed) #3	M	R41-M1-001	src/user/semantic_term/core/query.pdx	semantic-term-core: semantic query engine (schema-typed) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M3-001	R41.M3-001 semantic-term-core: plot compositor (ASCII output) #1	M	R41-M1-001	src/user/semantic_term/core/plot_ascii.pdx	semantic-term-core: plot compositor (ASCII output) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M3-002	R41.M3-002 semantic-term-core: plot compositor (ASCII output) #2	M	R41-M1-001	src/user/semantic_term/core/plot_ascii.pdx	semantic-term-core: plot compositor (ASCII output) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M3-003	R41.M3-003 semantic-term-core: plot compositor (ASCII output) #3	M	R41-M1-001	src/user/semantic_term/core/plot_ascii.pdx	semantic-term-core: plot compositor (ASCII output) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M4-001	R41.M4-001 fb frontend: R23 fb-console + R26 HID keyboard binding #1	M	R41-M1-001	src/user/semantic_term/fb/*.pdx	fb frontend: R23 fb-console + R26 HID keyboard binding (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M4-002	R41.M4-002 fb frontend: R23 fb-console + R26 HID keyboard binding #2	M	R41-M1-001	src/user/semantic_term/fb/*.pdx	fb frontend: R23 fb-console + R26 HID keyboard binding (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M4-003	R41.M4-003 fb frontend: R23 fb-console + R26 HID keyboard binding #3	M	R41-M1-001	src/user/semantic_term/fb/*.pdx	fb frontend: R23 fb-console + R26 HID keyboard binding (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M5-001	R41.M5-001 Recovery-mode terminal invariants (safectl integration) #1	M	R41-M1-001	src/user/semantic_term/recovery.pdx	Recovery-mode terminal invariants (safectl integration) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M5-002	R41.M5-002 Recovery-mode terminal invariants (safectl integration) #2	M	R41-M1-001	src/user/semantic_term/recovery.pdx	Recovery-mode terminal invariants (safectl integration) (auto-scaffold; refine at body-drafting)
paideia-os	r41-semantic-terminal-fb	R41	R41-M6-001	R41.M6-001 R41 closure + T14 hw-smoke-r41.md #1	M	R41-M1-001	tools/hw-smoke-r41.md	R41 closure + T14 hw-smoke-r41.md (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M1-001	R42.M1-001 CoW walker + KIND_PDXFS_SNAPSHOT #1	M	R24 NVMe write	src/kernel/core/pdxfs/cow_walker.pdx	CoW walker + KIND_PDXFS_SNAPSHOT (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M1-002	R42.M1-002 CoW walker + KIND_PDXFS_SNAPSHOT #2	M	R42-M1-001	src/kernel/core/pdxfs/cow_walker.pdx	CoW walker + KIND_PDXFS_SNAPSHOT (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M1-003	R42.M1-003 CoW walker + KIND_PDXFS_SNAPSHOT #3	M	R42-M1-001	src/kernel/core/pdxfs/cow_walker.pdx	CoW walker + KIND_PDXFS_SNAPSHOT (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M1-004	R42.M1-004 CoW walker + KIND_PDXFS_SNAPSHOT #4	M	R42-M1-001	src/kernel/core/pdxfs/cow_walker.pdx	CoW walker + KIND_PDXFS_SNAPSHOT (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M2-001	R42.M2-001 Journal + WAL recovery #1	M	R42-M1-001	src/kernel/core/pdxfs/journal.pdx	Journal + WAL recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M2-002	R42.M2-002 Journal + WAL recovery #2	M	R42-M1-001	src/kernel/core/pdxfs/journal.pdx	Journal + WAL recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M2-003	R42.M2-003 Journal + WAL recovery #3	M	R42-M1-001	src/kernel/core/pdxfs/journal.pdx	Journal + WAL recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M2-004	R42.M2-004 Journal + WAL recovery #4	M	R42-M1-001	src/kernel/core/pdxfs/journal.pdx	Journal + WAL recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M3-001	R42.M3-001 Snapshot semantics + retention policy #1	M	R42-M1-001	src/kernel/core/pdxfs/snapshot.pdx	Snapshot semantics + retention policy (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M3-002	R42.M3-002 Snapshot semantics + retention policy #2	M	R42-M1-001	src/kernel/core/pdxfs/snapshot.pdx	Snapshot semantics + retention policy (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M3-003	R42.M3-003 Snapshot semantics + retention policy #3	M	R42-M1-001	src/kernel/core/pdxfs/snapshot.pdx	Snapshot semantics + retention policy (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M4-001	R42.M4-001 PdxFS v1 mkfs (upgrade of mkfs.pdxfs) #1	M	R42-M1-001	src/user/mkfs_pdxfs/v1_format.pdx	PdxFS v1 mkfs (upgrade of mkfs.pdxfs) (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M4-002	R42.M4-002 PdxFS v1 mkfs (upgrade of mkfs.pdxfs) #2	M	R42-M1-001	src/user/mkfs_pdxfs/v1_format.pdx	PdxFS v1 mkfs (upgrade of mkfs.pdxfs) (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M4-003	R42.M4-003 PdxFS v1 mkfs (upgrade of mkfs.pdxfs) #3	M	R42-M1-001	src/user/mkfs_pdxfs/v1_format.pdx	PdxFS v1 mkfs (upgrade of mkfs.pdxfs) (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M5-001	R42.M5-001 PdxFS v1 mount + auto-recovery #1	M	R42-M1-001	src/user/mount_pdxfs/v1_mount.pdx	PdxFS v1 mount + auto-recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M5-002	R42.M5-002 PdxFS v1 mount + auto-recovery #2	M	R42-M1-001	src/user/mount_pdxfs/v1_mount.pdx	PdxFS v1 mount + auto-recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M5-003	R42.M5-003 PdxFS v1 mount + auto-recovery #3	M	R42-M1-001	src/user/mount_pdxfs/v1_mount.pdx	PdxFS v1 mount + auto-recovery (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M6-001	R42.M6-001 Fsck / integrity check tool #1	M	R42-M1-001	src/user/fsck_pdxfs/*.pdx	Fsck / integrity check tool (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M6-002	R42.M6-002 Fsck / integrity check tool #2	M	R42-M1-001	src/user/fsck_pdxfs/*.pdx	Fsck / integrity check tool (auto-scaffold; refine at body-drafting)
paideia-os	r42-pdxfs-v1	R42	R42-M7-001	R42.M7-001 T14 hw-smoke-r42.md + boot_r42_snapshot_roundtrip #1	M	R42-M1-001	tools/hw-smoke-r42.md	T14 hw-smoke-r42.md + boot_r42_snapshot_roundtrip (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M1-001	R44.M1-001 GUI frontend of semantic-term-core (retained-mode via G12) #1	M	G12 toolkit + R41 core	src/user/semantic_term_gui/window.pdx	GUI frontend of semantic-term-core (retained-mode via G12) (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M1-002	R44.M1-002 GUI frontend of semantic-term-core (retained-mode via G12) #2	M	R44-M1-001	src/user/semantic_term_gui/window.pdx	GUI frontend of semantic-term-core (retained-mode via G12) (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M1-003	R44.M1-003 GUI frontend of semantic-term-core (retained-mode via G12) #3	M	R44-M1-001	src/user/semantic_term_gui/window.pdx	GUI frontend of semantic-term-core (retained-mode via G12) (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M2-001	R44.M2-001 Vello scene builder for command output #1	M	R44-M1-001	src/user/semantic_term_gui/vello_scene.pdx	Vello scene builder for command output (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M2-002	R44.M2-002 Vello scene builder for command output #2	M	R44-M1-001	src/user/semantic_term_gui/vello_scene.pdx	Vello scene builder for command output (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M3-001	R44.M3-001 SDF text rendering via G5 #1	M	R44-M1-001	src/user/semantic_term_gui/text.pdx	SDF text rendering via G5 (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M3-002	R44.M3-002 SDF text rendering via G5 #2	M	R44-M1-001	src/user/semantic_term_gui/text.pdx	SDF text rendering via G5 (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M4-001	R44.M4-001 IME integration via G11 #1	M	R44-M1-001	src/user/semantic_term_gui/ime.pdx	IME integration via G11 (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M4-002	R44.M4-002 IME integration via G11 #2	M	R44-M1-001	src/user/semantic_term_gui/ime.pdx	IME integration via G11 (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M5-001	R44.M5-001 A11y tree wired via G10 (screen reader accessible) #1	M	R44-M1-001	src/user/semantic_term_gui/a11y.pdx	A11y tree wired via G10 (screen reader accessible) (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M5-002	R44.M5-002 A11y tree wired via G10 (screen reader accessible) #2	M	R44-M1-001	src/user/semantic_term_gui/a11y.pdx	A11y tree wired via G10 (screen reader accessible) (auto-scaffold; refine at body-drafting)
paideia-os	r44-semantic-terminal-gui	R44	R44-M6-001	R44.M6-001 T14 hw-smoke-r44.md + closure retrospective #1	M	R44-M1-001	tools/hw-smoke-r44.md	T14 hw-smoke-r44.md + closure retrospective (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M1-001	R47.M1-001 VMD PCIe root + domain enumeration #1	M	post-G-series hardening	src/kernel/drivers/vmd/enum.pdx	VMD PCIe root + domain enumeration (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M1-002	R47.M1-002 VMD PCIe root + domain enumeration #2	M	R47-M1-001	src/kernel/drivers/vmd/enum.pdx	VMD PCIe root + domain enumeration (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M1-003	R47.M1-003 VMD PCIe root + domain enumeration #3	M	R47-M1-001	src/kernel/drivers/vmd/enum.pdx	VMD PCIe root + domain enumeration (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M2-001	R47.M2-001 VMD-hosted NVMe device discovery #1	M	R47-M1-001	src/kernel/drivers/vmd/nvme_discovery.pdx	VMD-hosted NVMe device discovery (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M2-002	R47.M2-002 VMD-hosted NVMe device discovery #2	M	R47-M1-001	src/kernel/drivers/vmd/nvme_discovery.pdx	VMD-hosted NVMe device discovery (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M2-003	R47.M2-003 VMD-hosted NVMe device discovery #3	M	R47-M1-001	src/kernel/drivers/vmd/nvme_discovery.pdx	VMD-hosted NVMe device discovery (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M3-001	R47.M3-001 MSI-X remap for VMD-hosted devices #1	M	R47-M1-001	src/kernel/drivers/vmd/msix_remap.pdx	MSI-X remap for VMD-hosted devices (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M3-002	R47.M3-002 MSI-X remap for VMD-hosted devices #2	M	R47-M1-001	src/kernel/drivers/vmd/msix_remap.pdx	MSI-X remap for VMD-hosted devices (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M3-003	R47.M3-003 MSI-X remap for VMD-hosted devices #3	M	R47-M1-001	src/kernel/drivers/vmd/msix_remap.pdx	MSI-X remap for VMD-hosted devices (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M4-001	R47.M4-001 IOMMU integration for VMD domain #1	M	R47-M1-001	src/kernel/drivers/vmd/iommu.pdx	IOMMU integration for VMD domain (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M4-002	R47.M4-002 IOMMU integration for VMD domain #2	M	R47-M1-001	src/kernel/drivers/vmd/iommu.pdx	IOMMU integration for VMD domain (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M4-003	R47.M4-003 IOMMU integration for VMD domain #3	M	R47-M1-001	src/kernel/drivers/vmd/iommu.pdx	IOMMU integration for VMD domain (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M5-001	R47.M5-001 T14 hw-smoke-r47.md + quirks-db BIOS-on rows #1	M	R47-M1-001	tools/hw-smoke-r47.md	T14 hw-smoke-r47.md + quirks-db BIOS-on rows (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M5-002	R47.M5-002 T14 hw-smoke-r47.md + quirks-db BIOS-on rows #2	M	R47-M1-001	tools/hw-smoke-r47.md	T14 hw-smoke-r47.md + quirks-db BIOS-on rows (auto-scaffold; refine at body-drafting)
paideia-os	r47-vmd-driver	R47	R47-M6-001	R47.M6-001 R47 closure + retire BIOS-off quirks-db rows #1	M	R47-M1-001	design/hardware/quirks.md	R47 closure + retire BIOS-off quirks-db rows (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M1-001	G1.M1-001 KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE #1	M	R37-M10-001	src/kernel/core/cap/kind_display_timeline.pdx	KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M1-002	G1.M1-002 KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE #2	M	G1-M1-001	src/kernel/core/cap/kind_display_timeline.pdx	KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M1-003	G1.M1-003 KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE #3	M	G1-M1-001	src/kernel/core/cap/kind_display_timeline.pdx	KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M1-004	G1.M1-004 KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE #4	M	G1-M1-001	src/kernel/core/cap/kind_display_timeline.pdx	KIND_DISPLAY_TIMELINE derived over KIND_HW_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M2-001	G1.M2-001 drm-syncobj shape wait/signal primitives #1	M	G1-M1-001	src/kernel/drivers/i915_display/syncobj.pdx	drm-syncobj shape wait/signal primitives (auto-scaffold; refine at body-drafting)
